39,0,0,1,77516,0,0,1,0,0,1,0,0,1,0,0,1,1,0,2174,0,40,0
50,0,0,1,83311,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,13,0
38,0,0,1,215646,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
53,0,0,1,234721,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
28,0,0,1,338409,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
37,0,0,1,284582,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
49,0,0,1,160187,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,16,0
52,0,0,1,209642,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,45,1
31,0,0,1,45781,0,0,1,0,0,1,0,0,1,0,0,1,1,0,14084,0,50,1
42,0,0,1,159449,0,0,1,0,0,1,0,0,1,0,0,1,1,0,5178,0,40,1
37,0,0,1,280464,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,80,1
30,0,0,1,141297,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,1
23,0,0,1,122272,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,30,0
32,0,0,1,205019,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,50,0
40,0,0,1,121772,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,1
34,0,0,1,245487,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,45,0
25,0,0,1,176756,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,35,0
32,0,0,1,186824,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
38,0,0,1,28887,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,50,0
43,0,0,1,292175,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,45,1
40,0,0,1,193524,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,60,1
54,0,0,1,302146,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,20,0
35,0,0,1,76845,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
43,0,0,1,117037,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,2042,40,0
59,0,0,1,109015,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
56,0,0,1,216851,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,1
19,0,0,1,168294,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
54,0,0,1,180211,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,60,1
39,0,0,1,367260,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,80,0
49,0,0,1,193366,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
23,0,0,1,190709,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,52,0
20,0,0,1,266015,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,44,0
45,0,0,1,386940,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1408,40,0
30,0,0,1,59951,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
22,0,0,1,311512,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,15,0
48,0,0,1,242406,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
21,0,0,1,197200,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
19,0,0,1,544091,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,25,0
31,0,0,1,84154,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,38,1
48,0,0,1,265477,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
31,0,0,1,507875,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,43,0
53,0,0,1,88506,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
24,0,0,1,172987,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,50,0
49,0,0,1,94638,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
25,0,0,1,289980,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,35,0
57,0,0,1,337895,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,1
53,0,0,1,144361,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,38,0
44,0,0,1,128354,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
41,0,0,1,101603,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
29,0,0,1,271466,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,43,0
25,0,0,1,32275,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
18,0,0,1,226956,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,30,0
47,0,0,1,51835,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1902,60,1
50,0,0,1,251585,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,55,1
47,0,0,1,109832,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,60,0
43,0,0,1,237993,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,1
46,0,0,1,216666,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
35,0,0,1,56352,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,40,0
41,0,0,1,147372,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,48,0
30,0,0,1,188146,0,0,1,0,0,1,0,0,1,0,0,1,1,0,5013,0,40,0
30,0,0,1,59496,0,0,1,0,0,1,0,0,1,0,0,1,1,0,2407,0,40,0
